date,timestamp,direction,entry,sl,tp,PnL,fvg_start,fvg_end,hour,direction_code,duration,fvg_size,target,win_prob
2025-03-10,2025-03-10 08:10:00-04:00,LONG,20097.5,20077.5,20137.5,40,2025-03-07 12:25:00-05:00,2025-03-07 12:35:00-05:00,8.166666666666666,1,4005.0,60.0,1,1.0
2025-03-10,2025-03-10 08:10:00-04:00,LONG,20097.5,20077.5,20137.5,40,2025-03-07 12:25:00-05:00,2025-03-07 12:35:00-05:00,8.166666666666666,1,4005.0,60.0,1,1.0
2025-03-10,2025-03-10 08:10:00-04:00,LONG,20097.5,20077.5,20137.5,40,2025-03-07 12:25:00-05:00,2025-03-07 12:35:00-05:00,8.166666666666666,1,4005.0,60.0,1,1.0
2025-03-10,2025-03-10 08:10:00-04:00,LONG,20097.5,20077.5,20137.5,40,2025-03-07 12:25:00-05:00,2025-03-07 12:35:00-05:00,8.166666666666666,1,4005.0,60.0,1,1.0
2025-03-10,2025-03-10 08:10:00-04:00,LONG,20097.5,20077.5,20137.5,40,2025-03-07 12:25:00-05:00,2025-03-07 12:35:00-05:00,8.166666666666666,1,4005.0,60.0,1,1.0
2025-03-10,2025-03-10 08:10:00-04:00,LONG,20097.5,20077.5,20137.5,40,2025-03-07 12:25:00-05:00,2025-03-07 12:35:00-05:00,8.166666666666666,1,4005.0,60.0,1,1.0
2025-03-11,2025-03-11 08:20:00-04:00,SHORT,19724.0,19744.0,19684.0,40,2025-03-11 08:05:00-04:00,2025-03-11 08:15:00-04:00,8.333333333333334,-1,15.0,60.0,1,0.99
2025-03-11,2025-03-11 08:20:00-04:00,SHORT,19724.0,19744.0,19684.0,40,2025-03-11 08:05:00-04:00,2025-03-11 08:15:00-04:00,8.333333333333334,-1,15.0,60.0,1,0.99
2025-03-18,2025-03-18 11:00:00-04:00,LONG,19612.75,19592.75,19652.75,40,2025-03-14 04:05:00-04:00,2025-03-14 04:15:00-04:00,11.0,1,6175.0,60.0,1,0.99
2025-03-11,2025-03-11 08:20:00-04:00,SHORT,19724.0,19744.0,19684.0,40,2025-03-11 08:05:00-04:00,2025-03-11 08:15:00-04:00,8.333333333333334,-1,15.0,60.0,1,0.99
2025-03-11,2025-03-11 08:20:00-04:00,SHORT,19724.0,19744.0,19684.0,40,2025-03-11 08:05:00-04:00,2025-03-11 08:15:00-04:00,8.333333333333334,-1,15.0,60.0,1,0.99
2025-03-11,2025-03-11 08:20:00-04:00,SHORT,19724.0,19744.0,19684.0,40,2025-03-11 08:05:00-04:00,2025-03-11 08:15:00-04:00,8.333333333333334,-1,15.0,60.0,1,0.99
2025-03-11,2025-03-11 08:20:00-04:00,SHORT,19724.0,19744.0,19684.0,40,2025-03-11 08:05:00-04:00,2025-03-11 08:15:00-04:00,8.333333333333334,-1,15.0,60.0,1,0.99
2025-03-18,2025-03-18 11:00:00-04:00,LONG,19612.75,19592.75,19652.75,40,2025-03-14 04:05:00-04:00,2025-03-14 04:15:00-04:00,11.0,1,6175.0,60.0,1,0.99
2025-03-18,2025-03-18 11:00:00-04:00,LONG,19612.75,19592.75,19652.75,40,2025-03-14 04:05:00-04:00,2025-03-14 04:15:00-04:00,11.0,1,6175.0,60.0,1,0.99
2025-03-18,2025-03-18 11:00:00-04:00,LONG,19612.75,19592.75,19652.75,40,2025-03-14 04:05:00-04:00,2025-03-14 04:15:00-04:00,11.0,1,6175.0,60.0,1,0.99
2025-03-11,2025-03-11 08:20:00-04:00,SHORT,19724.0,19744.0,19684.0,40,2025-03-11 08:05:00-04:00,2025-03-11 08:15:00-04:00,8.333333333333334,-1,15.0,60.0,1,0.99
2025-03-13,2025-03-13 08:05:00-04:00,LONG,19699.88,19679.88,19739.88,40,2025-03-13 05:05:00-04:00,2025-03-13 05:15:00-04:00,8.083333333333334,1,180.0,60.0,1,0.97
2025-03-04,2025-03-04 12:20:00-05:00,SHORT,20579.12,20599.12,20539.12,40,2025-03-04 09:10:00-05:00,2025-03-04 09:20:00-05:00,12.333333333333334,-1,190.0,60.0,1,0.97
2025-03-04,2025-03-04 12:20:00-05:00,SHORT,20579.12,20599.12,20539.12,40,2025-03-04 09:10:00-05:00,2025-03-04 09:20:00-05:00,12.333333333333334,-1,190.0,60.0,1,0.97
2025-03-13,2025-03-13 08:05:00-04:00,LONG,19699.88,19679.88,19739.88,40,2025-03-13 05:05:00-04:00,2025-03-13 05:15:00-04:00,8.083333333333334,1,180.0,60.0,1,0.97
2025-03-04,2025-03-04 12:20:00-05:00,SHORT,20579.12,20599.12,20539.12,40,2025-03-04 09:10:00-05:00,2025-03-04 09:20:00-05:00,12.333333333333334,-1,190.0,60.0,1,0.97
2025-03-13,2025-03-13 08:05:00-04:00,LONG,19699.88,19679.88,19739.88,40,2025-03-13 05:05:00-04:00,2025-03-13 05:15:00-04:00,8.083333333333334,1,180.0,60.0,1,0.97
2025-03-13,2025-03-13 08:05:00-04:00,LONG,19699.88,19679.88,19739.88,40,2025-03-13 05:05:00-04:00,2025-03-13 05:15:00-04:00,8.083333333333334,1,180.0,60.0,1,0.97
2025-03-06,2025-03-06 14:55:00-05:00,LONG,20259.0,20239.0,20299.0,40,2025-03-06 14:35:00-05:00,2025-03-06 14:45:00-05:00,14.916666666666666,1,20.0,60.0,1,0.97
2025-03-21,2025-03-21 09:25:00-04:00,LONG,19612.75,19592.75,19652.75,40,2025-03-14 04:05:00-04:00,2025-03-14 04:15:00-04:00,9.416666666666666,1,10400.0,60.0,1,0.97
2025-03-11,2025-03-11 14:05:00-04:00,SHORT,19664.12,19684.12,19624.12,40,2025-03-11 11:50:00-04:00,2025-03-11 12:00:00-04:00,14.083333333333334,-1,135.0,60.0,1,0.96
2025-03-07,2025-03-07 08:40:00-05:00,LONG,20339.12,20319.12,20379.12,40,2025-03-07 08:25:00-05:00,2025-03-07 08:35:00-05:00,8.666666666666666,1,15.0,60.0,1,0.96
2025-03-11,2025-03-11 14:05:00-04:00,SHORT,19664.12,19684.12,19624.12,40,2025-03-11 11:50:00-04:00,2025-03-11 12:00:00-04:00,14.083333333333334,-1,135.0,60.0,1,0.96
2025-03-07,2025-03-07 08:40:00-05:00,LONG,20339.12,20319.12,20379.12,40,2025-03-07 08:25:00-05:00,2025-03-07 08:35:00-05:00,8.666666666666666,1,15.0,60.0,1,0.96
2025-03-07,2025-03-07 08:40:00-05:00,LONG,20339.12,20319.12,20379.12,40,2025-03-07 08:25:00-05:00,2025-03-07 08:35:00-05:00,8.666666666666666,1,15.0,60.0,1,0.96
2025-03-07,2025-03-07 08:40:00-05:00,LONG,20339.12,20319.12,20379.12,40,2025-03-07 08:25:00-05:00,2025-03-07 08:35:00-05:00,8.666666666666666,1,15.0,60.0,1,0.96
2025-03-17,2025-03-17 11:30:00-04:00,LONG,19838.62,19818.62,19878.62,40,2025-03-17 06:00:00-04:00,2025-03-17 06:10:00-04:00,11.5,1,330.0,60.0,1,0.95
2025-03-21,2025-03-21 08:10:00-04:00,SHORT,19821.5,19841.5,19781.5,40,2025-03-21 06:15:00-04:00,2025-03-21 06:25:00-04:00,8.166666666666666,-1,115.0,60.0,1,0.95
2025-03-07,2025-03-07 14:35:00-05:00,LONG,20419.25,20399.25,20459.25,40,2025-03-07 14:15:00-05:00,2025-03-07 14:25:00-05:00,14.583333333333334,1,20.0,60.0,1,0.95
2025-03-17,2025-03-17 11:30:00-04:00,LONG,19838.62,19818.62,19878.62,40,2025-03-17 06:00:00-04:00,2025-03-17 06:10:00-04:00,11.5,1,330.0,60.0,1,0.95
2025-03-17,2025-03-17 11:30:00-04:00,LONG,19838.62,19818.62,19878.62,40,2025-03-17 06:00:00-04:00,2025-03-17 06:10:00-04:00,11.5,1,330.0,60.0,1,0.95
2025-03-17,2025-03-17 11:30:00-04:00,LONG,19838.62,19818.62,19878.62,40,2025-03-17 06:00:00-04:00,2025-03-17 06:10:00-04:00,11.5,1,330.0,60.0,1,0.95
2025-03-03,2025-03-03 09:40:00-05:00,LONG,21163.75,21143.75,21203.75,40,2025-03-03 04:10:00-05:00,2025-03-03 04:20:00-05:00,9.666666666666666,1,330.0,60.0,1,0.9
2025-03-03,2025-03-03 09:40:00-05:00,LONG,21163.75,21143.75,21203.75,40,2025-03-03 04:10:00-05:00,2025-03-03 04:20:00-05:00,9.666666666666666,1,330.0,60.0,1,0.9
2025-03-19,2025-03-19 10:00:00-04:00,SHORT,19866.12,19886.12,19826.12,40,2025-03-18 09:25:00-04:00,2025-03-18 09:35:00-04:00,10.0,-1,1475.0,60.0,1,0.9
2025-03-18,2025-03-18 14:30:00-04:00,LONG,19692.0,19672.0,19732.0,40,2025-03-18 14:15:00-04:00,2025-03-18 14:25:00-04:00,14.5,1,15.0,60.0,1,0.9
2025-03-19,2025-03-19 10:00:00-04:00,SHORT,19866.12,19886.12,19826.12,40,2025-03-18 09:25:00-04:00,2025-03-18 09:35:00-04:00,10.0,-1,1475.0,60.0,1,0.9
2025-03-06,2025-03-06 08:20:00-05:00,LONG,20506.5,20486.5,20546.5,40,2025-03-05 11:50:00-05:00,2025-03-05 12:00:00-05:00,8.333333333333334,1,1230.0,60.0,1,0.88
2025-03-06,2025-03-06 08:20:00-05:00,LONG,20506.5,20486.5,20546.5,40,2025-03-05 11:50:00-05:00,2025-03-05 12:00:00-05:00,8.333333333333334,1,1230.0,60.0,1,0.88
2025-03-06,2025-03-06 08:20:00-05:00,LONG,20506.5,20486.5,20546.5,40,2025-03-05 11:50:00-05:00,2025-03-05 12:00:00-05:00,8.333333333333334,1,1230.0,60.0,1,0.88
2025-03-06,2025-03-06 08:20:00-05:00,LONG,20506.5,20486.5,20546.5,40,2025-03-05 11:50:00-05:00,2025-03-05 12:00:00-05:00,8.333333333333334,1,1230.0,60.0,1,0.88
2025-03-18,2025-03-18 09:30:00-04:00,LONG,19838.62,19818.62,19878.62,40,2025-03-17 06:00:00-04:00,2025-03-17 06:10:00-04:00,9.5,1,1650.0,60.0,1,0.87
2025-03-12,2025-03-12 08:25:00-04:00,LONG,19789.38,19769.38,19829.38,40,2025-03-12 08:10:00-04:00,2025-03-12 08:20:00-04:00,8.416666666666666,1,15.0,60.0,1,0.87
2025-03-24,2025-03-24 09:35:00-04:00,SHORT,20287.38,20307.38,20247.38,40,2025-03-10 03:55:00-04:00,2025-03-10 04:05:00-04:00,9.583333333333334,-1,20500.0,60.0,1,0.86
2025-03-12,2025-03-12 10:55:00-04:00,LONG,19692.0,19672.0,19732.0,40,2025-03-12 04:30:00-04:00,2025-03-12 04:40:00-04:00,10.916666666666666,1,385.0,60.0,1,0.86
2025-03-24,2025-03-24 09:35:00-04:00,SHORT,20287.38,20307.38,20247.38,40,2025-03-10 03:55:00-04:00,2025-03-10 04:05:00-04:00,9.583333333333334,-1,20500.0,60.0,1,0.86
2025-03-19,2025-03-19 09:50:00-04:00,SHORT,19820.38,19840.38,19780.38,40,2025-03-18 09:30:00-04:00,2025-03-18 09:40:00-04:00,9.833333333333334,-1,1460.0,60.0,1,0.86
2025-03-19,2025-03-19 09:50:00-04:00,SHORT,19820.38,19840.38,19780.38,40,2025-03-18 09:30:00-04:00,2025-03-18 09:40:00-04:00,9.833333333333334,-1,1460.0,60.0,1,0.86
2025-03-19,2025-03-19 09:50:00-04:00,SHORT,19820.38,19840.38,19780.38,40,2025-03-18 09:30:00-04:00,2025-03-18 09:40:00-04:00,9.833333333333334,-1,1460.0,60.0,1,0.86
2025-03-05,2025-03-05 11:40:00-05:00,LONG,20432.62,20412.62,20472.62,40,2025-03-04 11:35:00-05:00,2025-03-04 11:45:00-05:00,11.666666666666666,1,1445.0,60.0,1,0.85
2025-03-05,2025-03-05 14:20:00-05:00,LONG,20847.75,20827.75,20887.75,40,2025-03-05 14:00:00-05:00,2025-03-05 14:10:00-05:00,14.333333333333334,1,20.0,60.0,1,0.85
2025-03-19,2025-03-19 09:40:00-04:00,LONG,19723.75,19703.75,19763.75,40,2025-03-19 05:15:00-04:00,2025-03-19 05:25:00-04:00,9.666666666666666,1,265.0,60.0,1,0.81
2025-03-05,2025-03-05 08:00:00-05:00,SHORT,20728.75,20748.75,20688.75,40,2025-03-05 06:45:00-05:00,2025-03-05 06:55:00-05:00,8.0,-1,75.0,60.0,1,0.81
2025-03-19,2025-03-19 09:40:00-04:00,LONG,19723.75,19703.75,19763.75,40,2025-03-19 05:15:00-04:00,2025-03-19 05:25:00-04:00,9.666666666666666,1,265.0,60.0,1,0.81
2025-03-18,2025-03-18 14:55:00-04:00,SHORT,19757.25,19777.25,19717.25,40,2025-03-18 09:35:00-04:00,2025-03-18 09:45:00-04:00,14.916666666666666,-1,320.0,60.0,1,0.8
2025-03-11,2025-03-11 09:35:00-04:00,SHORT,19747.25,19767.25,19707.25,40,2025-03-11 08:00:00-04:00,2025-03-11 08:10:00-04:00,9.583333333333334,-1,95.0,60.0,1,0.79
2025-03-11,2025-03-11 09:35:00-04:00,SHORT,19747.25,19767.25,19707.25,40,2025-03-11 08:00:00-04:00,2025-03-11 08:10:00-04:00,9.583333333333334,-1,95.0,60.0,1,0.79
2025-03-19,2025-03-19 11:50:00-04:00,SHORT,19922.62,19942.62,19882.62,40,2025-03-18 08:50:00-04:00,2025-03-18 09:00:00-04:00,11.833333333333334,-1,1620.0,60.0,1,0.76
2025-03-21,2025-03-21 13:30:00-04:00,LONG,19818.88,19798.88,19858.88,40,2025-03-21 12:10:00-04:00,2025-03-21 12:20:00-04:00,13.5,1,80.0,60.0,1,0.74
2025-03-12,2025-03-12 13:05:00-04:00,SHORT,19856.38,19876.38,19816.38,40,2025-03-12 12:50:00-04:00,2025-03-12 13:00:00-04:00,13.083333333333334,-1,15.0,60.0,1,0.72
2025-03-21,2025-03-21 10:20:00-04:00,SHORT,19760.12,19780.12,19720.12,40,2025-03-21 08:30:00-04:00,2025-03-21 08:40:00-04:00,10.333333333333334,-1,110.0,60.0,1,0.64
2025-03-13,2025-03-13 14:00:00-04:00,SHORT,19451.88,19471.88,19411.88,40,2025-03-13 13:05:00-04:00,2025-03-13 13:15:00-04:00,14.0,-1,55.0,60.0,1,0.62
